step,fmin,action
0,0.9624877283415537,update_method
1,0.31630008651510055,create_method
2,0.2777642492344442,update_method
3,0.21125111342820002,call_method
4,0.2777642492344442,remove_method
5,0.2777642492344442,create_method
6,0.43147554701485435,update_method
7,0.808097439735909,call_method
8,0.5116877496565378,create_method
9,0.5703482867809376,update_method
10,0.5703482867809376,call_method
11,0.31043748616144773,update_method
12,0.43803547101447793,update_method
13,0.808097439735909,call_method
14,0.808097439735909,create_method
15,0.5692754350951762,update_method
16,0.6567787113854956,update_method
17,0.3413163591768359,call_method
18,0.3413163591768359,call_method
19,0.5382613032411525,update_method
20,0.5381415698565728,call_method
21,0.5382613032411525,update_method
22,0.6740848210311332,call_method
23,0.8496580799226175,update_method
24,0.0763099483148818,update_method
25,0.0763099483148818,create_method
26,0.07339074539764157,update_method
27,0.07339074539764157,create_method
28,0.050849991626375934,call_method
29,0.07339074539764157,update_method
30,0.07339074539764157,call_method
31,0.07339074539764157,call_method
32,0.3652928952568366,update_method
33,0.11063959394310119,update_method
34,0.4287435462698853,update_method
35,0.4287435462698853,call_method
36,0.4271170013878086,remove_method
37,0.14111887734431594,call_method
38,0.4271170013878086,call_method
39,0.44140168830333193,update_method
40,0.6938678044401566,call_method
41,0.19646626190381877,update_method
42,0.3717381361882448,remove_method
43,0.0409985342442416,update_method
44,0.0409985342442416,create_method
45,0.09324889321430652,call_method
46,0.09324889321430652,create_method
47,0.30778326798217115,update_method
48,0.057014161173754685,update_method
49,0.5663941226068305,update_method
50,0.5663941226068305,call_method
51,0.3904158413914207,create_method
52,0.5663941226068305,update_method
53,0.29825198428508604,call_method
54,0.5663941226068305,update_method
55,0.12069463547851378,update_method
56,0.03163543690093418,update_method
57,0.17733788916788373,update_method
58,0.17733788916788373,call_method
59,0.5189468758672912,update_method
60,0.45299254735561245,create_method
61,0.1901176352911086,update_method
62,0.1901176352911086,create_method
63,0.5189468758672912,update_method
64,0.5611141020484189,update_method
65,0.5611141020484189,call_method
66,0.5611141020484189,call_method
67,0.035634526107221176,update_method
68,0.2814109128120953,update_method
69,0.10552273040332827,update_method
70,0.10552273040332827,create_method
71,0.10552273040332827,create_method
72,0.10552273040332827,call_method
73,0.10552273040332827,call_method
74,0.5702961710955412,update_method
75,0.2447063482445866,call_method
76,0.2118964828605957,create_method
77,0.2447063482445866,update_method
78,0.2447063482445866,call_method
79,0.2447063482445866,call_method
80,0.2447063482445866,call_method
81,0.6219554668630859,update_method
82,0.6573779619804515,update_method
83,0.5816594447146057,create_method
84,0.623679984077823,update_method
85,0.623679984077823,create_method
86,0.31252627051726845,update_method
87,0.17875405764112273,update_method
88,0.2741389841497248,update_method
89,0.2741389841497248,call_method
90,0.29832755693623036,update_method
91,0.29832755693623036,create_method
92,0.4402776368963158,remove_method
93,0.3910631768847578,call_method
94,0.4402776368963158,update_method
95,0.12260243955182737,call_method
96,0.005005172770744748,update_method
97,0.4701422207076861,update_method
98,0.2595866726553864,update_method
99,0.05502231233889621,update_method
100,0.6141130124593633,update_method
101,0.6354014044977848,call_method
102,0.23743202443895217,call_method
103,0.47231629980584156,update_method
104,0.47231629980584156,call_method
105,0.029069868497972107,call_method
106,0.47231629980584156,update_method
107,0.47231629980584156,call_method
108,0.31942253779091423,call_method
109,0.29790177823638897,call_method
110,0.11008363498459461,call_method
111,0.13021469967409416,call_method
112,0.13021469967409416,create_method
113,0.13021469967409416,call_method
114,0.13021469967409416,call_method
115,0.09524703598120021,call_method
116,0.13021469967409416,call_method
117,0.23284541979373896,update_method
118,0.29790177823638897,update_method
119,0.34164830605829954,update_method
120,0.34164830605829954,call_method
121,0.34164830605829954,call_method
122,0.34164830605829954,call_method
123,0.031002652620847004,update_method
124,0.1644567978703133,update_method
125,0.35679736330573697,update_method
126,0.4610812279772176,update_method
127,0.47231629980584156,update_method
128,0.47231629980584156,create_method
129,0.029991350095547764,call_method
130,0.029991350095547764,call_method
131,0.47231629980584156,update_method
132,0.5015836418405849,remove_method
133,0.5015836418405849,call_method
134,0.5015836418405849,call_method
135,0.16349178329684155,call_method
136,0.38891315991674946,update_method
137,0.2695011463322948,call_method
138,0.38891315991674946,update_method
139,0.1575973890079324,call_method
140,0.0732237401588971,update_method
141,0.17694266979690787,call_method
142,0.2677681098838488,update_method
143,0.2677681098838488,call_method
144,0.3118627245974923,call_method
145,0.298166067927055,call_method
146,0.4174683298714248,remove_method
147,0.45550173240136094,update_method
148,0.024452412985752625,remove_method
149,0.024452412985752625,call_method
150,0.4557708911199774,update_method
151,0.4557708911199774,create_method
152,0.3716179460118071,create_method
153,0.4557708911199774,update_method
154,0.14984202418164927,call_method
155,0.4557708911199774,update_method
156,0.5311769314632743,update_method
157,0.046685966571076376,call_method
158,0.046685966571076376,call_method
159,0.34791822521812676,call_method
160,0.4922007701765916,update_method
161,0.3307820226378938,call_method
162,0.4922007701765916,update_method
163,0.4922007701765916,call_method
164,0.4922007701765916,call_method
