step,fmin,action
0,0.9025071981526827,update_method
1,0.36282709350338405,update_method
2,0.31628086079592543,update_method
3,0.31628086079592543,create_method
4,0.07562890570181202,update_method
5,0.40797222358088736,call_method
6,0.4447776826812704,call_method
7,0.4447776826812704,create_method
8,0.4941229539084566,update_method
9,0.4941229539084566,call_method
10,0.3488621042054513,update_method
11,0.7778622443856693,update_method
12,0.8599969434418776,remove_method
13,0.036400011362266005,update_method
14,0.3963498526018713,update_method
15,0.4893458741484471,update_method
16,0.9459257821752229,update_method
17,0.6070619778393219,update_method
18,0.8508596021128105,update_method
19,0.8784380606310577,update_method
20,0.3302832060640538,update_method
21,0.3849345642510552,update_method
22,0.42623774932389236,update_method
23,0.3053272602772381,update_method
24,0.11186691203510712,update_method
25,0.11186691203510712,create_method
26,0.3169704473802921,update_method
27,0.6223905484167341,update_method
28,0.282696650351412,call_method
29,0.6223905484167341,call_method
30,0.7718097228658974,call_method
31,0.3663038465815557,update_method
32,0.49738130349045806,call_method
33,0.43310504295415597,call_method
34,0.43310504295415597,create_method
35,0.18516303027347913,update_method
36,0.17708114151444398,call_method
37,0.8073966325593089,call_method
38,0.10743040141325055,call_method
39,0.10743040141325055,call_method
40,0.09856888440637224,update_method
41,0.4873489857682749,update_method
42,0.4873489857682749,call_method
43,0.3623339047447627,call_method
44,0.606525418110093,update_method
45,0.4918922760208021,call_method
46,0.606525418110093,update_method
47,0.7507811440413702,update_method
48,0.03537529243101312,call_method
49,0.6485668194598739,call_method
50,0.7507811440413702,call_method
51,0.20891988135949535,create_method
52,0.6225012743794436,update_method
53,0.5437851496239343,update_method
54,0.5437851496239343,call_method
55,0.28259231163107035,create_method
56,0.3203370601092671,update_method
57,0.3977662037463737,update_method
58,0.1847607138635784,call_method
59,0.1847607138635784,create_method
60,0.1847607138635784,create_method
61,0.28846742608419995,call_method
62,0.2386941769740626,create_method
63,0.1830347871768181,call_method
64,0.2386941769740626,call_method
65,0.2386941769740626,call_method
66,0.2386941769740626,call_method
67,0.1315036160575057,call_method
68,0.2386941769740626,update_method
69,0.2386941769740626,call_method
70,0.3977662037463737,update_method
71,0.3990047839870824,update_method
72,0.09362213421119148,call_method
73,0.3990047839870824,update_method
74,0.40662033227634387,update_method
75,0.40662033227634387,create_method
76,0.28367631778429625,call_method
77,0.28367631778429625,call_method
78,0.40662033227634387,update_method
