sim,step,fmin,action,fnum,fmean,fstd,fmin,fmax,code_size,changes
0,0,0.9357917989973483,update_method,1,0.9357917989973483,0.0,0.9357917989973483,0.9357917989973483,1,1
0,1,1,update_method,1,1.0,0.0,1,1,2,1
0,2,1,call_method,1,1.0,0.0,1,1,3,1
0,3,1,update_method,1,1.0,0.0,1,1,4,1
0,4,1,create_method,2,1.0,0.0,1.0,1.0,4,1
0,5,0.4332867698399926,update_method,2,0.7166433849199962,0.2833566150800037,0.4332867698399926,1.0,5,1
0,6,0,call_method,2,0.42923602404078687,0.42923602404078687,0.0,0.8584720480815737,6,1
0,7,0.14651672387255155,update_method,2,0.2980835572019937,0.15156683332944215,0.14651672387255155,0.44965039053143585,7,1
0,8,0.14594147806246305,update_method,2,0.4982187038029795,0.35227722574051645,0.14594147806246305,0.850495929543496,8,1
0,9,0.18833084489962337,update_method,2,0.5402164784023262,0.3518856335027029,0.18833084489962337,0.8921021119050292,9,1
0,10,0.5433085932586186,call_method,2,0.7002030852868785,0.1568944920282599,0.5433085932586186,0.8570975773151384,10,1
0,11,0.1783680298778465,update_method,2,0.3331263908876026,0.1547583610097561,0.1783680298778465,0.4878847518973587,11,1
0,12,0.893982819816854,batch_change,1,0.893982819816854,0.0,0.893982819816854,0.893982819816854,14,1
0,13,0.6914123400584717,update_method,1,0.6914123400584717,0.0,0.6914123400584717,0.6914123400584717,15,1
0,14,1,update_method,1,1.0,0.0,1,1,16,1
0,15,0.7096011314914079,update_method,1,0.7096011314914079,0.0,0.7096011314914079,0.7096011314914079,17,1
0,16,0.8672216746807464,call_method,1,0.8672216746807464,0.0,0.8672216746807464,0.8672216746807464,18,1
0,17,0.9896100253017686,call_method,1,0.9896100253017686,0.0,0.9896100253017686,0.9896100253017686,19,1
0,18,0.7240635889343976,update_method,1,0.7240635889343976,0.0,0.7240635889343976,0.7240635889343976,20,1
0,19,1,update_method,1,1.0,0.0,1,1,21,1
0,20,0.8866426039648756,call_method,1,0.8866426039648756,0.0,0.8866426039648756,0.8866426039648756,22,1
0,21,0.6167320460105138,update_method,1,0.6167320460105138,0.0,0.6167320460105138,0.6167320460105138,23,1
0,22,0.6341262867510045,update_method,1,0.6341262867510045,0.0,0.6341262867510045,0.6341262867510045,24,1
